t # guarino2016value
v 1 quality
v 2 quality
v 3 relator
v 4 quality
v 5 quality
v 6 relator
v 7 relator
v 8 roleMixin
v 9 category
v 10 relator
v 11 mixin
v 12 quality
v 13 quality
v 14 role
v 15 role
v 16 category
v 17 category
v 18 quality
v 19 Generalization
v 20 Generalization
v 21 characterization
v 22 mediation
v 23 mediation
v 24 relation
v 25 relation
v 26 characterization
v 27 characterization
v 28 mediation
v 29 mediation
v 30 mediation
v 31 characterization
v 32 characterization
v 33 relation
v 34 relation
v 35 relation
v 36 characterization
v 37 mediation
v 38 mediation
v 39 relation
v 40 relation
v 41 relation
v 42 relation
v 43 relation
v 44 relation
v 45 characterization
v 46 formal
v 47 formal
v 48 formal
v 49 formal
v 50 formal
v 51 characterization
v 52 mediation
v 53 formal
v 54 formal
v 55 formal
v 56 formal
v 57 relation
v 1359 mediation
v 1360 componentOf
v 1361 componentOf
v 1362 mediation
v 1363 mediation
v 1364 material
v 1365 material
v 1366 componentOf
v 1367 mediation
v 1368 mediation
v 1369 material
v 1370 material
v 1371 mediation
v 1372 mediation
v 1373 material
v 1374 componentOf
v 1375 componentOf
v 1376 componentOf
v 1377 mediation
v 1378 mediation
v 1379 mediation
v 1380 mediation
v 1381 mediation
v 1382 mediation
v 1383 material
v 1384 material
v 1385 material
v 1386 mediation
v 1387 mediation
v 1388 mediation
v 1389 mediation
v 1390 mediation
v 1391 material
v 1392 mediation
v 1393 material
v 1394 componentOf
v 1395 componentOf
v 1396 mediation
v 1397 mediation
v 1398 mediation
v 1399 mediation
v 1400 material
v 1401 material
v 1402 componentOf
v 1403 material
v 1404 mediation
v 1405 mediation
v 1406 mediation
v 1407 material
v 1408 mediation
v 1409 material
v 1410 material
v 1411 material
v 1412 mediation
v 1413 mediation
v 1414 mediation
v 1415 formal
v 1416 material
v 1417 componentOf
v 1418 formal
v 1419 componentOf
v 1420 formal
v 1421 formal
v 1422 formal
v 1423 formal
v 1424 material
v 1425 formal
v 1426 formal
v 1427 formal
v 1428 componentOf
v 1429 componentOf
v 1430 componentOf
v 1431 componentOf
v 1432 material
v 1433 material
v 1434 material
v 1435 material
v 1436 formal
v 1437 componentOf
v 1438 componentOf
v 1439 componentOf
v 1440 componentOf
v 1441 formal
v 1442 formal
v 1443 componentOf
e 488 1 general
e 488 436 specific
e 489 1 general
e 489 319 specific
e 490 1 general
e 490 190 specific
e 491 1 general
e 491 3 specific
e 492 3 general
e 492 463 specific
e 493 3 general
e 493 161 specific
e 494 3 general
e 494 143 specific
e 495 3 general
e 495 130 specific
e 496 3 general
e 496 40 specific
e 497 2 general
e 497 19 specific
e 498 2 general
e 498 17 specific
e 499 2 general
e 499 12 specific
e 500 3 general
e 500 2 specific
e 501 3 general
e 501 473 specific
e 502 19 general
e 502 22 specific
e 503 19 general
e 503 21 specific
e 504 19 general
e 504 20 specific
e 505 17 general
e 505 18 specific
e 506 12 general
e 506 16 specific
e 507 12 general
e 507 15 specific
e 508 12 general
e 508 14 specific
e 509 12 general
e 509 13 specific
e 510 39 general
e 510 23 specific
e 511 39 general
e 511 24 specific
e 512 39 general
e 512 25 specific
e 513 39 general
e 513 26 specific
e 514 39 general
e 514 27 specific
e 515 39 general
e 515 28 specific
e 516 39 general
e 516 29 specific
e 517 39 general
e 517 30 specific
e 518 40 general
e 518 87 specific
e 519 40 general
e 519 68 specific
e 520 40 general
e 520 41 specific
e 521 49 general
e 521 273 specific
e 522 49 general
e 522 272 specific
e 523 49 general
e 523 271 specific
e 524 49 general
e 524 270 specific
e 525 44 general
e 525 269 specific
e 526 44 general
e 526 268 specific
e 527 44 general
e 527 267 specific
e 528 44 general
e 528 266 specific
e 529 49 general
e 529 205 specific
e 530 44 general
e 530 204 specific
e 531 50 general
e 531 193 specific
e 532 43 general
e 532 192 specific
e 533 52 general
e 533 156 specific
e 534 48 general
e 534 155 specific
e 535 42 general
e 535 154 specific
e 536 52 general
e 536 136 specific
e 537 48 general
e 537 135 specific
e 538 42 general
e 538 134 specific
e 539 52 general
e 539 102 specific
e 540 48 general
e 540 100 specific
e 541 42 general
e 541 99 specific
e 542 52 general
e 542 79 specific
e 543 42 general
e 543 78 specific
e 544 48 general
e 544 77 specific
e 545 52 general
e 545 62 specific
e 546 52 general
e 546 61 specific
e 547 48 general
e 547 59 specific
e 548 42 general
e 548 58 specific
e 549 42 general
e 549 57 specific
e 550 48 general
e 550 56 specific
e 551 41 general
e 551 55 specific
e 552 41 general
e 552 54 specific
e 553 41 general
e 553 53 specific
e 554 41 general
e 554 52 specific
e 555 41 general
e 555 48 specific
e 556 48 general
e 556 47 specific
e 557 42 general
e 557 46 specific
e 558 41 general
e 558 42 specific
e 559 75 general
e 559 283 specific
e 560 72 general
e 560 281 specific
e 561 74 general
e 561 215 specific
e 562 73 general
e 562 214 specific
e 563 68 general
e 563 168 specific
e 564 70 general
e 564 112 specific
e 565 69 general
e 565 111 specific
e 566 65 general
e 566 105 specific
e 567 70 general
e 567 82 specific
e 568 69 general
e 568 81 specific
e 569 65 general
e 569 80 specific
e 570 68 general
e 570 70 specific
e 571 68 general
e 571 69 specific
e 572 70 general
e 572 67 specific
e 573 69 general
e 573 66 specific
e 574 68 general
e 574 65 specific
e 575 87 general
e 575 435 specific
e 576 87 general
e 576 429 specific
e 577 96 general
e 577 265 specific
e 578 96 general
e 578 264 specific
e 579 96 general
e 579 263 specific
e 580 96 general
e 580 262 specific
e 581 96 general
e 581 261 specific
e 582 89 general
e 582 260 specific
e 583 89 general
e 583 259 specific
e 584 89 general
e 584 258 specific
e 585 89 general
e 585 257 specific
e 586 89 general
e 586 256 specific
e 587 95 general
e 587 203 specific
e 588 90 general
e 588 202 specific
e 589 84 general
e 589 128 specific
e 590 94 general
e 590 128 specific
e 591 94 general
e 591 127 specific
e 592 85 general
e 592 127 specific
e 593 94 general
e 593 126 specific
e 594 84 general
e 594 126 specific
e 595 94 general
e 595 125 specific
e 596 94 general
e 596 124 specific
e 597 88 general
e 597 123 specific
e 598 84 general
e 598 123 specific
e 599 85 general
e 599 122 specific
e 600 88 general
e 600 122 specific
e 601 84 general
e 601 121 specific
e 602 88 general
e 602 121 specific
e 603 88 general
e 603 120 specific
e 604 88 general
e 604 119 specific
e 605 83 general
e 605 110 specific
e 606 83 general
e 606 109 specific
e 607 83 general
e 607 108 specific
e 608 83 general
e 608 107 specific
e 609 83 general
e 609 106 specific
e 610 87 general
e 610 98 specific
e 611 87 general
e 611 94 specific
e 612 94 general
e 612 93 specific
e 613 88 general
e 613 92 specific
e 614 87 general
e 614 88 specific
e 615 98 general
e 615 86 specific
e 616 98 general
e 616 85 specific
e 617 87 general
e 617 84 specific
e 618 87 general
e 618 83 specific
e 619 94 general
e 619 64 specific
e 620 88 general
e 620 63 specific
e 621 83 general
e 621 60 specific
e 622 114 general
e 622 150 specific
e 623 113 general
e 623 147 specific
e 624 133 general
e 624 288 specific
e 625 132 general
e 625 287 specific
e 626 133 general
e 626 221 specific
e 627 132 general
e 627 220 specific
e 628 130 general
e 628 170 specific
e 629 131 general
e 629 139 specific
e 630 131 general
e 630 138 specific
e 631 129 general
e 631 137 specific
e 632 130 general
e 632 131 specific
e 633 130 general
e 633 129 specific
e 634 131 general
e 634 118 specific
e 635 131 general
e 635 117 specific
e 636 129 general
e 636 104 specific
e 637 145 general
e 637 285 specific
e 638 144 general
e 638 284 specific
e 639 145 general
e 639 217 specific
e 640 144 general
e 640 216 specific
e 641 143 general
e 641 169 specific
e 642 142 general
e 642 159 specific
e 643 142 general
e 643 158 specific
e 644 140 general
e 644 157 specific
e 645 142 general
e 645 153 specific
e 646 143 general
e 646 152 specific
e 647 153 general
e 647 151 specific
e 648 142 general
e 648 150 specific
e 649 150 general
e 649 149 specific
e 650 147 general
e 650 148 specific
e 651 142 general
e 651 147 specific
e 652 140 general
e 652 146 specific
e 653 152 general
e 653 142 specific
e 654 140 general
e 654 141 specific
e 655 143 general
e 655 140 specific
e 656 152 general
e 656 114 specific
e 657 152 general
e 657 113 specific
e 658 140 general
e 658 103 specific
e 659 158 general
e 659 153 specific
e 660 159 general
e 660 153 specific
e 661 159 general
e 661 150 specific
e 662 158 general
e 662 147 specific
e 663 164 general
e 663 219 specific
e 664 163 general
e 664 218 specific
e 665 161 general
e 665 179 specific
e 666 161 general
e 666 165 specific
e 667 165 general
e 667 162 specific
e 668 161 general
e 668 160 specific
e 669 165 general
e 669 116 specific
e 670 165 general
e 670 115 specific
e 671 160 general
e 671 101 specific
e 672 173 general
e 672 187 specific
e 673 176 general
e 673 186 specific
e 674 181 general
e 674 185 specific
e 675 182 general
e 675 185 specific
e 676 180 general
e 676 184 specific
e 677 181 general
e 677 184 specific
e 678 181 general
e 678 183 specific
e 679 176 general
e 679 183 specific
e 680 187 general
e 680 182 specific
e 681 173 general
e 681 181 specific
e 682 187 general
e 682 180 specific
e 683 166 general
e 683 178 specific
e 684 166 general
e 684 177 specific
e 685 173 general
e 685 176 specific
e 686 176 general
e 686 175 specific
e 687 176 general
e 687 174 specific
e 688 173 general
e 688 172 specific
e 689 180 general
e 689 171 specific
e 690 181 general
e 690 167 specific
e 691 182 general
e 691 167 specific
e 692 181 general
e 692 166 specific
e 693 176 general
e 693 166 specific
e 694 190 general
e 694 280 specific
e 695 190 general
e 695 213 specific
e 696 190 general
e 696 194 specific
e 697 188 general
e 697 191 specific
e 698 188 general
e 698 189 specific
e 699 190 general
e 699 188 specific
e 700 199 general
e 700 416 specific
e 701 196 general
e 701 415 specific
e 702 195 general
e 702 414 specific
e 703 199 general
e 703 200 specific
e 704 194 general
e 704 199 specific
e 705 196 general
e 705 197 specific
e 706 194 general
e 706 196 specific
e 707 194 general
e 707 195 specific
e 708 252 general
e 708 400 specific
e 709 249 general
e 709 399 specific
e 710 235 general
e 710 398 specific
e 711 232 general
e 711 397 specific
e 712 211 general
e 712 396 specific
e 713 210 general
e 713 395 specific
e 714 246 general
e 714 378 specific
e 715 229 general
e 715 375 specific
e 716 209 general
e 716 373 specific
e 717 249 general
e 717 353 specific
e 718 232 general
e 718 352 specific
e 719 210 general
e 719 350 specific
e 720 253 general
e 720 329 specific
e 721 253 general
e 721 328 specific
e 722 236 general
e 722 325 specific
e 723 236 general
e 723 324 specific
e 724 212 general
e 724 322 specific
e 725 212 general
e 725 320 specific
e 726 253 general
e 726 254 specific
e 727 252 general
e 727 253 specific
e 728 242 general
e 728 252 specific
e 729 249 general
e 729 250 specific
e 730 242 general
e 730 249 specific
e 731 246 general
e 731 247 specific
e 732 252 general
e 732 246 specific
e 733 243 general
e 733 244 specific
e 734 252 general
e 734 243 specific
e 735 213 general
e 735 242 specific
e 736 239 general
e 736 240 specific
e 737 252 general
e 737 239 specific
e 738 236 general
e 738 237 specific
e 739 235 general
e 739 236 specific
e 740 225 general
e 740 235 specific
e 741 232 general
e 741 233 specific
e 742 225 general
e 742 232 specific
e 743 229 general
e 743 230 specific
e 744 235 general
e 744 229 specific
e 745 226 general
e 745 227 specific
e 746 235 general
e 746 226 specific
e 747 213 general
e 747 225 specific
e 748 222 general
e 748 223 specific
e 749 235 general
e 749 222 specific
e 750 211 general
e 750 212 specific
e 751 207 general
e 751 211 specific
e 752 207 general
e 752 210 specific
e 753 211 general
e 753 209 specific
e 754 213 general
e 754 207 specific
e 755 211 general
e 755 206 specific
e 756 265 general
e 756 38 specific
e 757 265 general
e 757 37 specific
e 758 263 general
e 758 34 specific
e 759 260 general
e 759 9 specific
e 760 260 general
e 760 8 specific
e 761 258 general
e 761 5 specific
e 762 218 general
e 762 467 specific
e 763 219 general
e 763 469 specific
e 764 302 general
e 764 380 specific
e 765 302 general
e 765 379 specific
e 766 293 general
e 766 377 specific
e 767 293 general
e 767 376 specific
e 768 278 general
e 768 374 specific
e 769 278 general
e 769 372 specific
e 770 305 general
e 770 331 specific
e 771 305 general
e 771 330 specific
e 772 296 general
e 772 327 specific
e 773 296 general
e 773 326 specific
e 774 279 general
e 774 323 specific
e 775 279 general
e 775 321 specific
e 776 274 general
e 776 309 specific
e 777 309 general
e 777 308 specific
e 778 305 general
e 778 306 specific
e 779 289 general
e 779 305 specific
e 780 302 general
e 780 303 specific
e 781 286 general
e 781 302 specific
e 782 300 general
e 782 301 specific
e 783 282 general
e 783 300 specific
e 784 296 general
e 784 297 specific
e 785 289 general
e 785 296 specific
e 786 293 general
e 786 294 specific
e 787 286 general
e 787 293 specific
e 788 290 general
e 788 291 specific
e 789 282 general
e 789 290 specific
e 790 280 general
e 790 289 specific
e 791 280 general
e 791 286 specific
e 792 280 general
e 792 282 specific
e 793 289 general
e 793 279 specific
e 794 286 general
e 794 278 specific
e 795 274 general
e 795 276 specific
e 796 280 general
e 796 274 specific
e 797 269 general
e 797 36 specific
e 798 269 general
e 798 35 specific
e 799 268 general
e 799 33 specific
e 800 268 general
e 800 32 specific
e 801 273 general
e 801 11 specific
e 802 273 general
e 802 10 specific
e 803 272 general
e 803 7 specific
e 804 272 general
e 804 6 specific
e 805 319 general
e 805 413 specific
e 806 319 general
e 806 404 specific
e 807 319 general
e 807 387 specific
e 808 319 general
e 808 358 specific
e 809 319 general
e 809 336 specific
e 810 319 general
e 810 310 specific
e 811 336 general
e 811 349 specific
e 812 347 general
e 812 348 specific
e 813 349 general
e 813 347 specific
e 814 343 general
e 814 344 specific
e 815 349 general
e 815 343 specific
e 816 341 general
e 816 342 specific
e 817 349 general
e 817 341 specific
e 818 337 general
e 818 338 specific
e 819 349 general
e 819 337 specific
e 820 336 general
e 820 335 specific
e 821 335 general
e 821 334 specific
e 822 335 general
e 822 333 specific
e 823 335 general
e 823 332 specific
e 824 336 general
e 824 315 specific
e 825 358 general
e 825 371 specific
e 826 357 general
e 826 370 specific
e 827 357 general
e 827 369 specific
e 828 362 general
e 828 363 specific
e 829 371 general
e 829 362 specific
e 830 359 general
e 830 360 specific
e 831 371 general
e 831 359 specific
e 832 368 general
e 832 357 specific
e 833 358 general
e 833 356 specific
e 834 356 general
e 834 355 specific
e 835 356 general
e 835 354 specific
e 836 365 general
e 836 351 specific
e 837 358 general
e 837 316 specific
e 838 368 general
e 838 309 specific
e 839 368 general
e 839 305 specific
e 840 368 general
e 840 302 specific
e 841 368 general
e 841 300 specific
e 842 368 general
e 842 296 specific
e 843 368 general
e 843 293 specific
e 844 368 general
e 844 290 specific
e 845 367 general
e 845 288 specific
e 846 366 general
e 846 287 specific
e 847 367 general
e 847 285 specific
e 848 367 general
e 848 283 specific
e 849 366 general
e 849 281 specific
e 850 365 general
e 850 279 specific
e 851 365 general
e 851 278 specific
e 852 365 general
e 852 276 specific
e 853 366 general
e 853 270 specific
e 854 366 general
e 854 268 specific
e 855 367 general
e 855 266 specific
e 856 367 general
e 856 265 specific
e 857 367 general
e 857 264 specific
e 858 367 general
e 858 263 specific
e 859 367 general
e 859 262 specific
e 860 367 general
e 860 261 specific
e 861 366 general
e 861 260 specific
e 862 366 general
e 862 259 specific
e 863 366 general
e 863 258 specific
e 864 366 general
e 864 257 specific
e 865 366 general
e 865 256 specific
e 866 368 general
e 866 243 specific
e 867 368 general
e 867 239 specific
e 868 368 general
e 868 226 specific
e 869 368 general
e 869 222 specific
e 870 365 general
e 870 206 specific
e 871 367 general
e 871 31 specific
e 872 366 general
e 872 4 specific
e 873 387 general
e 873 394 specific
e 874 392 general
e 874 393 specific
e 875 394 general
e 875 392 specific
e 876 388 general
e 876 389 specific
e 877 394 general
e 877 388 specific
e 878 385 general
e 878 386 specific
e 879 394 general
e 879 385 specific
e 880 387 general
e 880 383 specific
e 881 383 general
e 881 382 specific
e 882 383 general
e 882 381 specific
e 883 387 general
e 883 317 specific
e 884 410 general
e 884 411 specific
e 885 407 general
e 885 410 specific
e 886 408 general
e 886 409 specific
e 887 407 general
e 887 408 specific
e 888 404 general
e 888 407 specific
e 889 401 general
e 889 403 specific
e 890 401 general
e 890 402 specific
e 891 404 general
e 891 401 specific
e 892 404 general
e 892 318 specific
e 893 404 general
e 893 313 specific
e 894 404 general
e 894 312 specific
e 895 404 general
e 895 311 specific
e 896 418 general
e 896 419 specific
e 897 413 general
e 897 418 specific
e 898 413 general
e 898 417 specific
e 899 413 general
e 899 314 specific
e 900 426 general
e 900 455 specific
e 901 425 general
e 901 454 specific
e 902 423 general
e 902 416 specific
e 903 423 general
e 903 415 specific
e 904 423 general
e 904 414 specific
e 905 424 general
e 905 412 specific
e 906 424 general
e 906 406 specific
e 907 424 general
e 907 405 specific
e 908 423 general
e 908 400 specific
e 909 423 general
e 909 399 specific
e 910 423 general
e 910 398 specific
e 911 423 general
e 911 397 specific
e 912 423 general
e 912 396 specific
